"Date and Time","IP Address","Visitor_Label","Browser","Version","OS","Resolution","Country","Region","City","Postal Code","ISP","Returning Count","Type","URL","Page Title","Came From","SE Name","SE Host","SE Term","Type"
"2018-01-18 13:21:44","194.94.209.116","","Firefox","52.0","Linux","2560x1440","Germany","","","","Verein zur Foerderung eines Deutschen Forschungsne","1","page view","https://support.astron.nl/LOFARImagingCookbook/dpppcalibrate.html","Gain calibration with DPPP — LOFAR Imaging Cookbook 22.0 documentation","https://support.astron.nl/LOFARImagingCookbook/","","","",""
"2018-01-18 12:06:07","194.94.209.92","","Firefox","57.0","Linux","2560x1440","Germany","","","","Verein zur Foerderung eines Deutschen Forschungsne","0","page view","https://support.astron.nl/LOFARImagingCookbook/dpppcalibrate.html","Gain calibration with DPPP — LOFAR Imaging Cookbook 22.0 documentation","https://www.google.de/","Google","www.google.de","***Encrypted Search***",""
"2018-01-18 11:44:24","192.87.1.200","","","","","","","","","","","0","download","https://support.astron.nl/LOFARImagingCookbook/","","https://support.astron.nl/LOFARImagingCookbook/","","","",""
"2018-01-18 11:43:29","192.87.1.200","","SeaMonkey","2.48","OS X","1680x1050","Netherlands","","","","SURFnet bv","0","page view","https://support.astron.nl/LOFARImagingCookbook/","Welcome to LOFAR Imaging Cookbook’s documentation! — LOFAR Imaging Cookbook 22.0 documentation","","","","",""
"2018-01-18 10:27:37","194.94.209.116","","","","","","","","","","","0","download","https://support.astron.nl/LOFARImagingCookbook/","","https://support.astron.nl/LOFARImagingCookbook/","","","",""
"2018-01-18 10:27:36","194.94.209.116","","Firefox","52.0","Linux","2560x1440","Germany","","","","Verein zur Foerderung eines Deutschen Forschungsne","0","page view","https://support.astron.nl/LOFARImagingCookbook/","Welcome to LOFAR Imaging Cookbook’s documentation! — LOFAR Imaging Cookbook 22.0 documentation","","","","",""
"2018-01-18 10:15:33","192.87.1.200","","Firefox","52.0","Linux","1920x1080","Netherlands","","","","SURFnet bv","0","page view","https://support.astron.nl/LOFARImagingCookbook/dppp.html","The Default Pre-Processing Pipeline (DPPP) — LOFAR Imaging Cookbook 22.0 documentation","https://support.astron.nl/LOFARImagingCookbook/","","","",""
"2018-01-18 10:15:25","192.87.1.200","","Firefox","52.0","Linux","1920x1080","Netherlands","","","","SURFnet bv","0","page view","https://support.astron.nl/LOFARImagingCookbook/","Welcome to LOFAR Imaging Cookbook’s documentation! — LOFAR Imaging Cookbook 22.0 documentation","https://www.astron.nl/radio-observatory/lofar/lofar-imaging-cookbook","","","",""
"2018-01-18 09:59:17","192.87.1.200","","Firefox","57.0","Linux","1920x1080","Netherlands","","","","SURFnet bv","0","page view","https://support.astron.nl/LOFARImagingCookbook/","Welcome to LOFAR Imaging Cookbook’s documentation! — LOFAR Imaging Cookbook 22.0 documentation","","","","",""
"2018-01-17 23:06:25","83.162.44.163","","Firefox","57.0","Linux","2048x1152","Netherlands","","","","XS4ALL Internet BV","0","page view","https://support.astron.nl/LOFARImagingCookbook/","Welcome to LOFAR Imaging Cookbook’s documentation! — LOFAR Imaging Cookbook 22.0 documentation","https://github.com/bartscheers/gsm","","","",""
"2018-01-17 20:09:03","217.120.106.223","","Firefox","57.0","Linux","1920x1080","Netherlands","","","","Ziggo","0","page view","https://support.astron.nl/LOFARImagingCookbook/","Welcome to LOFAR Imaging Cookbook’s documentation! — LOFAR Imaging Cookbook 22.0 documentation","","","","",""
"2018-01-17 16:57:38","192.87.1.200","","Firefox","57.0","Win8.1","1920x1200","Netherlands","","","","SURFnet bv","0","page view","https://support.astron.nl/LOFARImagingCookbook/shapelets.html","Sky Model Construction Using Shapelets — LOFAR Imaging Cookbook 22.0 documentation","https://support.astron.nl/LOFARImagingCookbook/","","","",""
"2018-01-17 16:38:38","213.184.20.81","","","","","","","","","","","0","download","https://support.astron.nl/LOFARImagingCookbook/","","https://support.astron.nl/LOFARImagingCookbook/","","","",""
"2018-01-17 16:38:36","213.184.20.81","","","","","","","","","","","0","download","https://support.astron.nl/LOFARImagingCookbook/","","https://support.astron.nl/LOFARImagingCookbook/","","","",""
"2018-01-17 16:38:34","213.184.20.81","","Firefox","57.0","Win8.1","1366x768","Poland","Warminsko-Mazurskie","Olsztyn","10-001","University of Warmia and Mazury in Olsztyn, Poland","1","page view","https://support.astron.nl/LOFARImagingCookbook/","Welcome to LOFAR Imaging Cookbook’s documentation! — LOFAR Imaging Cookbook 22.0 documentation","http://www.astron.nl/dailyimage/main.php","","","",""
"2018-01-17 15:34:22","192.87.1.200","","Firefox","57.0","Linux","1920x1080","Netherlands","","","","SURFnet bv","0","page view","https://support.astron.nl/LOFARImagingCookbook/","Welcome to LOFAR Imaging Cookbook’s documentation! — LOFAR Imaging Cookbook 22.0 documentation","","","","",""
"2018-01-17 15:34:13","192.87.1.200","","Firefox","57.0","Linux","1920x1080","Netherlands","","","","SURFnet bv","0","page view","https://support.astron.nl/LOFARImagingCookbook/","Welcome to LOFAR Imaging Cookbook’s documentation! — LOFAR Imaging Cookbook 22.0 documentation","http://www.astron.nl/dailyimage/main.php","","","",""
"2018-01-17 15:27:35","213.184.20.81","","Firefox","57.0","Win8.1","1366x768","Poland","Warminsko-Mazurskie","Olsztyn","10-001","University of Warmia and Mazury in Olsztyn, Poland","0","page view","https://support.astron.nl/LOFARImagingCookbook/tutorial.html","Practical examples — LOFAR Imaging Cookbook 22.0 documentation","https://support.astron.nl/LOFARImagingCookbook/","","","",""
"2018-01-17 15:27:23","213.184.20.81","","Firefox","57.0","Win8.1","1366x768","Poland","Warminsko-Mazurskie","Olsztyn","10-001","University of Warmia and Mazury in Olsztyn, Poland","0","page view","https://support.astron.nl/LOFARImagingCookbook/","Welcome to LOFAR Imaging Cookbook’s documentation! — LOFAR Imaging Cookbook 22.0 documentation","http://www.astron.nl/dailyimage/main.php","","","",""
"2018-01-17 14:53:44","83.162.44.163","","Firefox","57.0","Linux","2048x1152","Netherlands","","","","XS4ALL Internet BV","0","page view","https://support.astron.nl/LOFARImagingCookbook/resources.html","Useful resources — LOFAR Imaging Cookbook 22.0 documentation","https://support.astron.nl/LOFARImagingCookbook/acknowledgements.html","","","",""
"2018-01-17 14:53:19","83.162.44.163","","Firefox","57.0","Linux","2048x1152","Netherlands","","","","XS4ALL Internet BV","0","page view","https://support.astron.nl/LOFARImagingCookbook/acknowledgements.html","Acknowledgements — LOFAR Imaging Cookbook 22.0 documentation","https://support.astron.nl/LOFARImagingCookbook/gettingstarted.html","","","",""
"2018-01-17 14:42:14","83.162.44.163","","Firefox","57.0","Linux","2048x1152","Netherlands","","","","XS4ALL Internet BV","0","page view","https://support.astron.nl/LOFARImagingCookbook/gettingstarted.html","Introduction to LOFAR computing facilities — LOFAR Imaging Cookbook 22.0 documentation","https://support.astron.nl/LOFARImagingCookbook/tutorial.html","","","",""
"2018-01-17 14:42:09","83.162.44.163","","Firefox","57.0","Linux","2048x1152","Netherlands","","","","XS4ALL Internet BV","0","page view","https://support.astron.nl/LOFARImagingCookbook/tutorial.html","Practical examples — LOFAR Imaging Cookbook 22.0 documentation","https://support.astron.nl/LOFARImagingCookbook/bbs.html","","","",""
"2018-01-17 14:41:36","83.162.44.163","","Firefox","57.0","Linux","2048x1152","Netherlands","","","","XS4ALL Internet BV","0","page view","https://support.astron.nl/LOFARImagingCookbook/bbs.html","Calibration with BBS — LOFAR Imaging Cookbook 22.0 documentation","https://support.astron.nl/LOFARImagingCookbook/","","","",""
"2018-01-17 14:40:56","83.162.44.163","","","","","","","","","","","0","download","https://support.astron.nl/LOFARImagingCookbook/","","https://support.astron.nl/LOFARImagingCookbook/","","","",""
"2018-01-17 14:40:51","83.162.44.163","","Firefox","57.0","Linux","2048x1152","Netherlands","","","","XS4ALL Internet BV","0","page view","https://support.astron.nl/LOFARImagingCookbook/","Welcome to LOFAR Imaging Cookbook’s documentation! — LOFAR Imaging Cookbook 22.0 documentation","","","","",""
"2018-01-17 14:40:00","83.162.44.163","","Firefox","57.0","Linux","2048x1152","Netherlands","","","","XS4ALL Internet BV","0","page view","https://support.astron.nl/LOFARImagingCookbook/sourcedetection.html","Source detection and sky model manipulation: PyBDSF and LSMTool — LOFAR Imaging Cookbook 22.0 documentation","https://support.astron.nl/LOFARImagingCookbook/","","","",""
"2018-01-17 14:39:47","83.162.44.163","","Firefox","57.0","Linux","2048x1152","Netherlands","","","","XS4ALL Internet BV","0","page view","https://support.astron.nl/LOFARImagingCookbook/","Welcome to LOFAR Imaging Cookbook’s documentation! — LOFAR Imaging Cookbook 22.0 documentation","","","","",""
"2018-01-17 13:17:38","81.205.250.253","","","","","","","","","","","0","download","https://support.astron.nl/LOFARImagingCookbook/","","https://support.astron.nl/LOFARImagingCookbook/","","","",""
"2018-01-17 13:17:30","81.205.250.253","","Edge","16.16","Win10","1366x768","Netherlands","","","","KPN","0","page view","https://support.astron.nl/LOFARImagingCookbook/","Welcome to LOFAR Imaging Cookbook’s documentation! — LOFAR Imaging Cookbook 22.0 documentation","http://www.astron.nl/dailyimage/main.php","","","",""
"2018-01-17 12:59:36","145.238.174.116","","","","","","","","","","","0","download","https://support.astron.nl/LOFARImagingCookbook/","","https://support.astron.nl/LOFARImagingCookbook/","","","",""
"2018-01-17 12:59:31","145.238.174.116","","Safari","10.1","OS X","1920x1200","France","Ile-de-France","Meudon","92190","Observatoire de Paris","0","page view","https://support.astron.nl/LOFARImagingCookbook/","Welcome to LOFAR Imaging Cookbook’s documentation! — LOFAR Imaging Cookbook 22.0 documentation","","","","",""
"2018-01-17 12:40:52","62.194.184.142","","Safari","10.0","OS X","1280x800","Netherlands","","","","UPC NL","0","page view","https://support.astron.nl/LOFARImagingCookbook/","Welcome to LOFAR Imaging Cookbook’s documentation! — LOFAR Imaging Cookbook 22.0 documentation","","","","",""
"2018-01-17 12:25:39","129.125.249.22","","Chrome","60.0","Linux","1920x1080","Netherlands","Groningen","Groningen","9700","Rijksuniversiteit Groningen","0","page view","https://support.astron.nl/LOFARImagingCookbook/shapelets.html","Sky Model Construction Using Shapelets — LOFAR Imaging Cookbook 22.0 documentation","https://support.astron.nl/LOFARImagingCookbook/","","","",""
"2018-01-17 12:25:26","129.125.249.22","","Chrome","60.0","Linux","1920x1080","Netherlands","Groningen","Groningen","9700","Rijksuniversiteit Groningen","0","page view","https://support.astron.nl/LOFARImagingCookbook/","Welcome to LOFAR Imaging Cookbook’s documentation! — LOFAR Imaging Cookbook 22.0 documentation","","","","",""
"2018-01-17 12:24:14","145.118.95.81","","","","","","","","","","","0","download","https://support.astron.nl/LOFARImagingCookbook/","","https://support.astron.nl/LOFARImagingCookbook/","","","",""
"2018-01-17 12:23:44","145.118.95.81","","Safari","10.1","OS X","1440x900","Netherlands","Zuid-Holland","Leiden","2300","Leiden University","0","page view","https://support.astron.nl/LOFARImagingCookbook/","Welcome to LOFAR Imaging Cookbook’s documentation! — LOFAR Imaging Cookbook 22.0 documentation","","","","",""
"2018-01-17 12:20:59","85.194.1.52","","","","","","","","","","","0","download","https://support.astron.nl/LOFARImagingCookbook/","","https://support.astron.nl/LOFARImagingCookbook/","","","",""
"2018-01-17 12:20:50","85.194.1.52","","Safari","11.0","OS X","1440x900","Sweden","","","","Com Hem AB","0","page view","https://support.astron.nl/LOFARImagingCookbook/dpppcalibrate.html","Gain calibration with DPPP — LOFAR Imaging Cookbook 22.0 documentation","https://support.astron.nl/LOFARImagingCookbook/","","","",""
"2018-01-17 12:20:43","85.194.1.52","","Safari","11.0","OS X","1440x900","Sweden","","","","Com Hem AB","0","page view","https://support.astron.nl/LOFARImagingCookbook/","Welcome to LOFAR Imaging Cookbook’s documentation! — LOFAR Imaging Cookbook 22.0 documentation","","","","",""
"2018-01-17 12:20:03","85.194.1.52","","Safari","11.0","OS X","1440x900","Sweden","","","","Com Hem AB","0","page view","https://support.astron.nl/LOFARImagingCookbook/","Welcome to LOFAR Imaging Cookbook’s documentation! — LOFAR Imaging Cookbook 22.0 documentation","","","","",""
"2018-01-17 11:34:02","192.87.1.200","","Chrome","63.0","Linux","1920x1080","Netherlands","","","","SURFnet bv","0","page view","https://support.astron.nl/LOFARImagingCookbook/bbs.html","Calibration with BBS — LOFAR Imaging Cookbook 22.0 documentation","https://support.astron.nl/LOFARImagingCookbook/","","","",""
